Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4,Prereq_5,Prereq_6,Prereq_7,Prereq_8,Prereq_9,Prereq_10,Prereq_11,Prereq_12,Prereq_13,Prereq_14,Prereq_15,Prereq_16,Prereq_17,Prereq_18,Prereq_19,Prereq_20,Prereq_21,Prereq_22,Prereq_23,Prereq_24,Prereq_25,Prereq_26,Prereq_27,Prereq_28,Prereq_29,Prereq_30,Prereq_31,Prereq_32,Prereq_33,Prereq_34,Prereq_35,Prereq_36,Prereq_37,Prereq_38,Prereq_39,Prereq_40
ENGL 831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 877,ENGL 876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 205,MATH 231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 335,ENVR 89,ENVR 135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 423,ENVR 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 442,CHEM 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 452,PHYS 401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 468,MATH 232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 500,CHEM 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 522,ENEC 201,ENEC 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 662,MATH 661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 666,COMP 116,MATH 383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 669,MATH 668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 672,ENVR 671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 673,MATH 231,PHYS 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 691H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 692H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 701,BIOL 101,CHEM 101,CHEM 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 707,PHCO 702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 742,BIOC 442,ENVR 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 753,ENVR 755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 756,ENVR 419,ENVR 451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 757,ENVR 710,ENVR 756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 759,ENVR 453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 761,MATH 661,MATH 662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 762,MATH 761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 763,MATH 661,MATH 662,MATH 668,MATH 669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 764,MATH 661,MATH 662,MATH 668,MATH 669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 767,ENVR 470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 769,BIOS 511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 770,ENVR 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 780,ENVR 673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 782,ENVR 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 785,PLAN 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVR 994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 625,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 710,BIOS 600,SPHG 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 712,EPID 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 715,EPID 705,EPID 710,EPID 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 716,EPID 710,EPID 711,EPID 700,EPID 795,BIOS 511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 718,EPID 715,EPID 716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 722,EPID 718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 726,EPID 715,EPID 804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 738A,EPID 735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 738B,EPID 735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 738C,EPID 735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 743,EPID 715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 754,EPID 715,EPID 716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 757,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 758,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 764,EPID 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 766,EPID 710,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 770,BIOS 600,EPID 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 771,EPID 710,EPID 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 775,EPID 715,EPID 718,EPID 770,EPID 771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 785,EPID 710,BIOS 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 790,EPID 705,EPID 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 799A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 799B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 799C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 804,EPID 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 810,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 814,EPID 715,EPID 716,NUTR 812,NUTR 813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 818,EPID 600,EPID 710,NUTR 813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 826,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 827,EPID 710,EPID 715,EPID 716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 851,BIOS 600,EPID 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 853,EPID 710,EPID 851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 889,EPID 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 895,EPID 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 905L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPID 994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 442,ECON 101,POLI 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 460,ECON 400,ECON 410,ECON 400,ECON 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 691H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO 692H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 13,EXSS 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 256,EXSS 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 265,EXSS 175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 275L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXSS 276,EXSS 175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
